vhskala,glad,alder,aarsuddannelse,kvinde,barnhjemme,menneskeligforandring,religioes,godthelbred,klimafrygt
5,7,50,12,1,1,1,0,3,14
5,7,19,12,1,0,1,1,3,17
5,8,49,10,1,1,1,0,3,8
6,8,33,12,0,0,0,0,3,8
6,5,54,10,1,0,1,0,3,15
3,8,16,11,0,0,1,0,4,16
7,8,72,9,0,0,1,1,3,14
3,9,69,13,0,0,1,0,4,14
2,8,53,12,0,0,1,0,3,17
4,10,35,19,1,0,1,0,4,13
7,10,33,17,1,1,1,0,5,10
3,8,69,18,0,0,1,0,4,11
5,9,66,13,0,0,1,0,4,8
1,9,57,27,1,0,1,0,4,10
1,6,69,13,1,0,1,0,1,11
7,8,30,18,0,0,1,0,5,7
5,8,43,21,0,1,1,0,3,13
5,9,57,20,0,0,1,1,4,15
6,10,60,16,0,1,1,1,4,14
6,9,23,15,1,0,1,0,3,18
3,8,17,10,1,0,1,1,4,10
2,9,41,16,0,1,1,0,4,16
10,10,23,9,0,0,1,0,2,10
0,8,19,11,0,0,1,0,3,11
5,8,50,12,0,0,1,0,4,18
6,9,32,15,0,1,1,0,4,16
5,6,29,16,0,0,1,0,4,11
3,7,63,17,0,0,1,0,4,14
6,9,37,9,1,1,1,1,5,14
5,8,46,13,0,1,1,1,5,16
5,8,59,18,0,0,1,0,4,16
5,8,57,15,0,1,1,1,3,14
5,10,79,11,0,0,1,1,3,16
5,5,56,21,1,1,1,0,3,16
5,9,55,14,1,0,1,0,3,12
2,6,41,11,1,1,0,0,4,10
7,10,39,11,0,1,0,1,5,14
7,8,31,19,0,1,1,0,5,11
1,9,76,12,1,0,1,1,4,10
2,6,43,14,1,1,1,0,3,10
7,8,39,10,0,1,1,0,5,8
0,5,80,12,0,0,1,0,4,14
3,7,35,15,1,1,1,0,4,15
2,10,52,13,1,0,1,0,3,17
5,8,42,14,0,1,1,0,4,15
4,8,40,19,1,0,1,1,4,14
2,8,50,12,1,0,1,0,5,17
0,7,84,11,1,0,1,0,2,7
4,9,19,13,0,1,1,0,3,8
5,8,68,17,0,0,0,0,3,7
3,7,62,12,0,0,1,0,3,15
1,7,68,13,0,1,1,0,3,13
3,9,75,11,1,0,1,1,4,11
3,9,63,17,0,0,0,0,4,15
3,8,41,13,0,1,1,0,3,12
4,8,57,18,0,0,1,0,4,16
8,7,81,10,0,0,1,0,2,15
4,9,49,15,1,1,1,1,5,14
5,9,46,13,1,1,1,1,5,18
4,7,39,13,1,0,1,1,2,14
3,5,70,12,0,0,1,0,2,18
3,8,23,14,0,0,1,1,5,13
5,8,50,9,0,1,1,0,4,10
5,6,67,20,0,0,1,1,3,11
4,5,84,11,1,0,1,1,3,7
3,8,42,20,1,1,1,1,4,17
5,8,48,22,1,1,1,0,4,16
2,6,21,13,1,0,1,0,4,12
3,7,21,10,0,0,1,1,5,13
5,7,38,14,1,1,1,1,4,16
3,9,55,16,0,0,1,1,3,17
4,8,40,15,1,1,1,1,4,15
4,8,42,25,0,0,1,0,4,14
6,8,61,13,0,0,1,0,5,16
0,9,46,10,1,1,1,0,4,14
3,7,21,12,0,0,1,0,4,7
2,8,49,13,0,1,1,0,4,15
5,8,50,14,0,0,1,0,5,14
2,7,39,16,1,0,1,0,4,12
5,7,51,12,0,0,1,0,3,12
3,8,63,13,0,0,1,0,4,12
5,9,30,16,0,1,1,1,5,16
3,5,60,11,0,1,1,0,3,14
5,8,21,14,1,0,1,0,4,14
4,7,61,13,1,0,1,1,3,15
3,8,26,15,1,0,1,1,2,16
5,7,65,12,0,0,1,1,3,6
7,8,21,14,1,0,1,0,5,11
5,6,23,15,0,0,0,1,4,3
3,9,22,15,1,0,1,1,4,18
8,9,57,11,1,1,1,0,3,12
7,9,27,14,1,1,1,0,3,8
4,9,29,17,1,1,1,0,5,9
5,10,21,9,1,0,0,0,3,1
9,9,26,17,0,0,0,0,4,9
5,9,35,11,0,1,1,1,5,8
5,5,70,18,0,0,1,0,3,10
0,7,63,10,1,0,0,0,3,6
5,6,35,18,1,1,1,1,4,10
5,5,68,14,1,0,1,0,3,10
5,8,82,16,1,0,1,1,4,9
5,8,28,11,0,1,1,0,3,6
4,9,32,18,0,1,1,0,5,17
1,5,41,12,1,1,1,0,3,10
5,10,59,13,1,1,1,1,4,15
5,8,34,18,1,1,1,0,5,9
6,7,15,8,0,0,1,0,4,17
5,10,32,12,1,0,1,1,5,5
5,8,68,19,1,0,0,1,4,1
5,8,20,12,0,0,1,0,3,11
5,6,51,14,1,1,1,1,2,4
4,8,20,13,1,0,1,0,3,18
3,5,69,12,0,1,1,1,3,12
5,4,60,13,1,1,1,0,2,8
8,8,65,15,1,0,0,0,5,4
5,7,32,16,0,0,0,1,4,7
0,8,50,11,0,1,1,0,5,12
5,8,28,20,1,0,1,1,4,16
5,8,36,14,0,0,1,0,4,10
5,5,48,8,1,0,0,0,3,11
5,9,30,18,0,1,1,0,5,3
9,7,32,20,0,1,0,0,4,7
10,10,61,12,0,0,1,1,4,10
9,8,26,10,1,1,0,0,2,3
8,7,69,19,0,0,0,0,3,9
9,7,49,17,1,0,1,0,4,7
5,7,66,15,1,0,0,0,4,3
4,7,40,11,1,1,1,0,4,6
5,8,26,16,1,1,1,0,4,9
5,10,42,12,0,1,1,1,4,14
5,8,34,9,0,0,0,0,3,2
5,10,67,13,0,0,1,0,3,2
5,1,59,13,0,0,1,1,3,6
5,7,23,12,0,0,1,0,3,9
8,10,69,18,1,1,1,1,3,13
6,9,37,18,1,1,1,1,3,10
5,10,21,12,0,0,1,0,3,10
5,5,52,13,1,0,1,0,1,12
5,8,22,12,0,0,1,1,4,16
8,9,40,8,0,1,1,0,5,16
8,5,60,8,0,0,1,0,2,14
7,6,78,10,1,0,0,0,3,2
7,6,53,13,1,1,0,0,3,4
6,8,44,24,1,1,1,1,4,11
5,6,30,13,0,1,1,0,4,3
0,10,48,11,0,0,1,1,4,13
4,10,18,10,0,0,1,0,4,18
10,8,39,13,1,1,1,1,4,13
5,8,51,11,0,0,1,0,3,5
7,8,32,16,0,0,1,0,5,13
10,10,56,14,0,0,1,1,3,17
5,5,80,7,0,0,0,0,1,1
4,8,70,11,0,0,0,1,3,3
5,6,38,18,1,0,1,1,4,13
5,5,52,13,1,0,1,0,2,2
7,9,56,11,0,0,1,0,3,3
8,8,56,16,1,0,1,1,3,11
5,6,55,11,0,0,1,0,4,4
9,7,25,16,0,0,1,1,5,11
5,8,52,13,1,0,1,0,4,13
4,9,30,15,1,1,1,0,5,10
1,5,57,11,1,0,1,0,3,7
5,8,55,14,0,0,0,1,4,8
6,8,57,16,0,1,0,0,4,13
0,3,45,15,1,1,1,0,2,8
5,3,22,16,0,0,1,0,1,15
6,8,29,12,0,1,1,0,4,10
0,7,50,11,0,0,1,0,3,14
5,6,30,13,1,0,1,0,2,11
4,9,58,11,0,0,1,0,3,15
5,6,49,11,0,1,1,1,3,12
3,8,39,17,1,1,0,0,4,9
10,8,41,11,0,1,1,1,4,18
4,7,34,21,1,1,1,0,4,13
9,8,24,15,1,0,1,1,3,11
5,8,48,11,0,1,1,0,4,4
5,9,35,11,0,0,0,0,4,2
5,7,40,11,1,1,0,0,4,15
5,9,45,15,1,0,1,1,4,3
8,8,58,13,1,0,1,1,3,10
4,7,57,13,0,0,1,0,4,4
8,8,36,15,1,1,1,0,4,12
3,4,50,10,0,1,1,1,3,10
5,10,29,13,0,1,1,0,5,7
1,8,24,14,0,0,1,1,4,10
5,9,16,8,0,0,1,0,5,7
5,9,48,15,1,1,1,1,4,13
7,8,88,10,1,0,0,0,3,2
4,7,61,8,0,0,1,0,3,10
5,10,54,13,1,0,1,1,4,15
4,5,44,14,1,1,1,0,4,10
6,5,31,18,0,0,1,1,4,9
0,10,57,12,0,0,1,1,2,13
2,6,33,12,0,1,1,0,4,10
1,10,44,13,0,0,1,0,5,7
0,3,57,19,1,1,1,1,3,2
7,8,48,17,0,1,1,0,4,7
0,7,74,17,1,0,1,0,4,13
6,10,25,13,0,0,0,0,5,2
5,6,58,13,1,0,1,0,3,13
6,7,61,12,0,0,1,0,4,7
5,8,18,11,1,0,1,1,5,12
5,10,35,12,1,1,1,1,5,12
3,7,18,11,0,0,0,0,4,7
5,7,36,10,1,0,1,0,1,9
4,6,40,18,1,1,1,0,4,15
9,10,28,15,1,0,1,0,5,13
3,8,47,16,0,1,0,0,4,10
4,8,64,15,0,0,0,0,3,7
4,8,44,15,0,1,1,0,4,14
5,5,46,10,0,0,1,0,4,11
5,8,60,11,0,0,0,0,4,4
6,6,79,13,1,0,1,1,3,1
5,8,30,14,0,0,1,0,4,8
4,4,67,15,0,0,0,0,4,14
3,6,63,11,0,0,1,1,3,6
5,8,67,13,1,0,1,0,3,7
5,9,16,10,0,0,0,1,4,5
10,9,88,19,1,0,1,0,3,6
9,10,20,12,1,0,0,1,3,4
5,9,43,12,0,0,1,0,3,11
3,3,80,5,1,0,1,1,2,5
3,8,45,19,1,1,1,0,4,15
5,9,87,6,0,0,1,0,2,9
3,7,62,10,0,0,1,0,3,11
4,5,65,12,1,0,1,1,3,2
9,9,50,20,1,1,1,1,5,9
4,3,36,9,1,1,0,0,2,9
5,5,68,10,1,0,1,0,3,12
5,7,35,12,0,1,1,0,3,8
8,10,42,10,1,1,1,1,5,10
8,5,43,11,0,0,1,0,3,6
8,7,75,16,1,0,0,0,3,6
5,9,15,9,0,0,0,0,4,6
5,10,30,15,1,1,1,0,4,9
8,10,16,12,0,0,1,0,5,3
6,8,69,7,0,1,1,0,4,10
6,9,70,19,1,0,1,0,3,14
5,10,24,16,1,0,1,0,3,19
5,10,31,18,1,0,1,0,4,13
5,10,30,9,1,1,1,0,5,8
5,8,31,9,1,1,0,0,4,2
1,6,38,11,0,1,1,1,3,4
5,5,60,10,1,0,1,1,2,6
1,9,26,19,1,0,1,0,4,17
5,8,77,7,1,0,1,1,2,10
7,9,45,18,1,1,0,0,5,6
5,5,57,11,0,0,1,0,3,4
5,5,40,15,1,1,1,0,2,12
8,9,29,17,0,1,0,1,5,8
7,3,24,14,0,0,1,0,4,11
8,8,48,12,1,1,0,1,5,8
1,8,59,8,0,0,1,0,3,4
4,10,21,14,0,0,1,0,4,15
3,8,56,11,1,1,1,0,3,18
5,8,45,11,1,1,1,1,5,12
5,6,23,15,1,0,1,1,4,16
5,7,63,16,1,0,1,1,2,15
0,8,78,15,0,0,1,0,3,3
5,7,23,15,1,0,1,1,4,13
6,6,60,11,1,0,1,0,3,6
6,7,34,9,0,1,1,0,2,2
5,7,53,11,1,1,1,0,3,5
5,9,52,19,1,1,1,1,4,10
8,8,34,11,0,1,1,1,3,14
3,8,77,15,0,0,1,0,3,4
3,9,23,13,0,0,1,0,5,19
5,6,62,10,1,0,1,0,4,3
5,7,52,9,0,0,1,0,4,5
5,6,44,10,0,0,0,0,3,7
8,10,63,11,1,1,1,1,4,8
4,7,73,12,0,0,0,0,3,7
10,5,85,10,0,0,0,1,3,10
7,8,83,7,1,1,1,0,1,15
5,7,26,13,0,0,0,0,5,9
9,8,29,17,1,0,1,0,4,14
8,7,25,15,0,0,1,0,4,11
0,6,29,9,0,1,0,0,4,6
6,8,33,15,0,0,1,1,4,13
5,8,29,15,0,0,1,0,3,15
8,5,46,11,0,0,0,0,2,7
5,8,58,16,0,0,1,1,3,1
3,8,33,21,0,0,1,0,5,12
5,8,49,17,0,1,0,0,3,5
7,7,56,8,1,1,1,0,3,12
5,3,56,15,1,1,1,1,3,12
8,8,49,18,1,1,1,1,4,12
6,6,32,9,0,0,1,0,3,10
5,7,51,12,0,0,1,1,3,2
5,8,22,15,1,0,1,0,4,12
5,8,46,15,1,1,1,0,4,13
0,8,76,14,0,0,0,1,2,6
5,9,57,11,0,1,1,0,2,11
3,8,64,13,0,0,1,0,3,1
4,10,32,16,1,1,1,0,4,10
2,6,68,18,0,0,1,0,4,15
8,6,32,12,1,0,1,1,4,14
0,4,43,3,0,0,1,0,2,1
5,7,30,10,0,0,0,0,3,6
5,7,83,7,1,1,1,0,3,7
3,6,17,9,0,0,1,1,3,16
7,8,49,17,0,0,0,0,4,10
3,5,68,6,0,0,0,0,3,6
8,9,71,17,0,0,1,1,4,11
6,8,43,12,0,1,1,0,5,10
1,8,44,17,0,0,1,1,2,15
5,6,49,8,0,0,1,0,3,5
4,9,20,12,1,0,1,0,5,13
5,5,47,11,1,1,1,1,3,6
8,9,36,13,1,1,1,1,5,7
6,6,45,15,0,0,0,0,3,6
0,8,64,10,1,0,0,0,3,4
8,7,48,22,0,1,1,1,3,18
3,4,27,9,1,0,0,0,3,9
5,9,23,15,1,0,1,0,4,10
7,9,46,12,0,0,1,0,4,12
9,9,31,15,0,0,1,0,5,8
2,1,83,4,1,0,1,0,1,2
6,7,80,10,1,0,1,0,3,5
5,9,29,12,1,1,1,0,4,10
4,8,17,9,0,0,1,1,3,2
3,9,25,18,1,0,1,0,4,13
5,9,22,13,0,0,1,1,5,17
7,2,53,15,1,0,1,1,2,7
7,8,21,14,1,0,1,0,4,12
5,8,55,12,1,0,1,1,4,16
5,9,35,11,0,0,1,0,4,13
6,5,61,11,1,0,1,1,4,9
5,7,34,17,1,1,1,1,4,14
4,5,49,15,1,1,1,1,3,12
5,6,29,12,1,0,1,1,5,1
8,8,26,13,0,0,1,0,5,11
5,8,74,10,1,0,1,1,2,5
6,8,19,13,0,0,1,0,4,13
2,7,62,10,0,0,1,0,3,5
6,4,71,16,1,0,1,1,2,12
10,7,17,11,1,0,1,0,4,12
7,7,26,18,0,0,1,0,3,11
5,9,18,10,1,0,1,1,5,9
0,3,42,12,0,1,0,0,4,7
4,8,34,16,0,0,0,0,3,4
5,8,30,14,1,0,1,0,5,8
10,7,48,16,1,0,1,0,4,14
8,9,36,19,0,1,0,1,4,13
5,9,64,12,0,0,0,0,3,16
7,7,64,16,1,0,0,1,3,11
5,8,28,19,1,1,1,0,5,10
10,9,70,11,1,0,1,0,4,1
5,5,41,11,1,0,1,1,3,8
6,8,28,20,1,0,1,1,3,15
2,9,64,22,1,0,1,0,4,14
6,9,42,19,1,0,1,0,5,12
10,10,72,18,0,0,1,1,4,12
4,6,65,12,0,0,1,1,3,11
4,6,64,8,0,1,1,0,3,7
5,9,59,11,0,0,0,1,3,9
5,5,64,15,1,1,1,0,3,4
6,7,58,20,1,0,1,0,4,7
6,9,20,13,1,0,1,0,3,13
5,5,40,9,0,1,1,1,3,10
5,10,31,16,0,0,1,0,4,9
5,5,53,16,1,0,0,0,4,3
8,9,58,16,1,0,1,0,5,12
5,6,21,14,1,0,1,0,5,9
5,5,44,9,0,0,1,1,3,14
4,7,72,8,0,0,0,0,3,10
8,8,49,20,1,1,0,1,3,11
5,8,32,12,0,1,1,1,3,3
10,9,71,11,0,0,0,0,2,9
5,8,34,15,0,1,1,0,5,14
5,3,61,9,1,0,1,1,2,9
5,8,39,13,0,0,0,1,4,4
5,7,56,17,1,0,0,0,4,9
5,7,20,11,1,0,1,0,3,8
6,9,29,23,0,0,1,0,5,16
5,5,36,12,1,1,1,0,5,14
5,8,51,11,1,1,1,1,4,11
5,8,60,14,0,0,1,0,4,6
5,4,16,9,1,0,1,0,3,11
5,7,56,18,0,0,1,0,3,11
5,9,40,17,1,1,1,0,4,13
5,5,78,7,0,0,1,1,2,7
4,7,39,18,0,1,0,0,4,2
0,9,27,12,1,1,1,0,4,4
9,9,32,9,1,1,1,0,4,2
5,8,55,12,1,0,1,0,3,13
8,8,38,13,1,1,1,0,4,7
8,8,59,19,1,1,1,1,3,11
7,8,52,11,0,1,1,0,3,15
5,6,79,8,1,0,1,1,3,10
4,8,34,16,0,1,1,1,4,4
8,7,79,11,0,0,1,0,3,4
7,7,23,15,0,0,1,0,5,13
5,9,29,12,0,1,1,0,4,1
8,9,39,21,0,1,1,0,4,9
6,9,73,13,1,0,0,1,3,13
5,7,35,15,1,1,1,0,4,8
5,10,21,12,0,0,1,1,4,16
5,10,38,13,0,1,1,0,4,9
2,4,61,14,1,0,1,1,2,8
7,7,45,15,1,0,1,0,2,13
5,8,25,12,0,0,1,0,4,8
7,8,29,16,0,1,1,1,4,11
3,3,67,15,1,0,1,1,3,12
5,5,24,15,1,0,1,1,4,10
5,8,30,16,0,0,1,0,4,15
5,8,68,10,0,0,0,0,3,1
8,8,45,12,1,0,1,0,4,9
6,6,22,14,0,0,1,0,4,10
5,6,37,18,1,1,1,1,4,16
7,10,19,12,0,0,1,0,5,3
5,3,20,13,1,0,1,0,4,14
2,5,60,17,0,0,1,0,3,10
5,8,73,18,1,1,0,0,3,5
9,9,29,13,0,0,0,0,5,12
4,4,33,17,1,1,1,0,4,11
3,6,52,12,0,1,1,1,3,5
5,3,74,9,1,0,1,0,2,9
5,9,28,14,1,0,1,0,4,12
5,8,20,12,0,0,1,0,3,13
4,8,18,9,1,1,0,0,5,4
5,7,31,10,0,0,0,0,4,1
5,9,66,12,0,0,1,0,4,7
6,8,45,12,0,1,1,0,4,4
0,9,62,8,1,1,1,1,4,8
0,10,18,11,0,0,1,0,4,9
7,8,18,11,0,0,1,0,4,10
7,6,50,12,1,1,1,0,3,7
5,6,25,14,0,0,1,0,4,9
5,7,63,11,1,0,1,0,4,8
6,9,30,16,1,1,1,0,5,13
2,9,85,9,1,0,1,0,3,7
6,10,17,11,1,0,1,0,3,8
5,7,47,16,1,1,1,0,3,14
5,8,17,10,1,0,1,0,4,13
10,9,15,9,0,0,0,0,4,8
5,10,63,14,1,0,1,1,3,10
5,10,57,11,1,0,1,1,3,10
4,8,26,15,0,0,1,0,5,5
6,6,30,12,0,0,1,0,3,10
6,9,25,18,1,0,1,0,4,12
9,8,29,12,1,1,1,0,4,3
6,9,35,18,0,1,1,0,3,8
5,9,16,10,0,0,1,0,5,10
5,10,29,17,0,1,1,1,4,14
8,8,16,10,0,0,1,0,4,13
5,7,47,12,0,1,1,0,4,12
5,6,52,13,1,0,0,0,3,3
4,10,35,16,1,1,0,0,4,7
10,8,53,15,0,0,0,0,3,11
7,8,59,9,1,1,0,1,3,3
5,8,45,11,0,1,1,0,4,10
7,9,48,11,0,1,0,0,4,13
8,9,69,19,0,1,0,0,4,10
5,7,63,10,1,0,1,1,3,7
5,5,51,13,1,1,1,1,3,13
6,8,39,16,1,1,1,0,4,11
5,9,61,13,1,0,1,1,3,9
7,9,60,19,1,0,0,1,5,7
10,9,23,15,0,0,1,1,4,14
3,7,67,16,1,0,1,1,4,14
5,7,66,10,0,0,1,0,3,10
10,8,50,17,0,0,1,1,3,13
3,8,63,15,0,0,0,1,4,13
3,8,59,16,1,0,1,1,4,14
8,8,80,15,1,0,1,1,3,12
10,8,45,20,0,1,1,0,4,10
5,8,45,18,1,1,1,0,4,11
8,8,63,13,1,0,0,1,3,12
7,5,82,3,0,0,1,1,3,1
3,5,27,15,0,0,1,0,4,18
3,8,27,12,0,1,1,0,3,15
5,6,37,12,0,1,1,0,4,17
5,7,21,13,1,0,0,1,3,4
5,8,46,12,1,1,1,1,4,11
7,9,27,11,1,0,1,0,4,16
10,8,39,20,1,1,0,1,4,7
3,10,20,13,1,0,1,1,4,15
8,7,43,13,1,1,1,1,4,15
5,8,44,13,1,1,1,1,3,12
7,8,58,15,1,0,1,1,4,12
8,7,37,20,1,1,1,0,5,8
5,5,24,12,0,1,0,1,3,8
7,5,62,10,0,0,0,0,3,6
7,8,71,21,0,0,1,1,3,13
10,9,22,16,0,0,1,1,3,11
10,9,32,16,1,1,1,1,4,13
8,8,28,13,1,1,1,0,4,3
6,10,42,11,0,1,1,0,4,11
5,7,23,9,1,1,1,0,4,10
2,8,56,16,1,0,1,1,2,7
4,5,51,12,0,1,1,0,3,2
4,9,31,18,1,1,1,0,5,14
5,8,22,15,1,0,1,1,5,16
9,9,55,17,0,0,0,0,4,4
5,8,32,11,0,0,0,0,5,8
5,5,67,20,0,0,1,0,4,10
7,10,91,10,1,0,1,1,3,13
5,7,25,16,1,0,0,0,4,9
5,8,44,24,1,1,1,0,4,13
5,7,65,14,0,0,0,0,3,6
10,7,75,11,1,0,1,1,3,9
5,9,66,11,1,1,1,0,3,3
5,10,68,11,1,1,1,1,4,13
3,3,57,9,0,1,1,0,2,4
7,9,53,16,0,0,0,0,3,4
5,5,53,12,0,0,1,0,2,13
6,9,17,10,1,0,1,1,4,12
5,9,68,18,1,0,1,0,3,13
3,6,26,10,1,1,1,0,4,7
5,9,53,9,1,0,1,0,5,15
5,7,29,15,1,0,1,0,4,18
7,7,51,20,1,0,1,0,3,10
6,7,19,13,0,0,0,0,4,6
5,7,44,13,1,0,1,1,4,3
8,7,31,17,0,1,1,0,4,8
4,2,58,8,0,1,0,0,1,1
2,8,74,7,0,0,1,0,1,9
3,7,19,11,0,0,1,0,4,10
5,5,49,11,1,1,0,1,4,4
5,10,36,17,0,0,1,1,4,17
8,9,45,11,0,1,1,0,4,4
6,5,45,13,0,1,1,1,3,9
7,9,44,17,0,1,0,1,4,4
5,9,50,16,0,0,1,0,4,12
5,6,51,12,0,0,1,1,4,8
5,8,19,12,1,0,1,0,5,15
5,5,62,12,1,0,0,0,3,9
5,10,25,12,1,1,1,0,5,12
5,3,25,17,0,0,1,1,3,17
5,8,47,25,1,0,1,1,4,14
3,3,68,18,1,0,1,0,3,11
5,3,59,8,1,0,1,0,3,3
9,9,17,10,0,0,1,0,5,14
0,5,29,10,0,0,1,1,3,12
5,7,41,10,1,1,1,1,3,11
6,3,29,20,0,0,0,0,4,7
5,10,34,14,0,0,1,0,3,7
3,8,22,14,1,0,1,0,4,14
2,8,48,11,1,1,1,0,4,11
5,8,26,16,1,0,1,0,4,13
3,8,56,18,0,1,1,1,4,10
5,9,51,16,1,0,1,0,5,15
5,10,46,11,0,1,0,0,4,8
8,8,44,13,0,1,1,0,4,12
1,9,21,13,0,0,1,0,5,7
5,9,26,19,1,0,0,0,5,9
5,7,68,15,0,0,1,0,3,2
5,5,37,14,0,1,0,1,3,13
5,8,44,17,1,1,1,1,4,14
8,9,41,20,1,1,1,1,4,10
5,6,66,13,1,0,1,1,2,2
5,10,38,13,0,1,1,0,2,10
5,10,59,11,1,0,1,1,3,10
5,10,68,16,1,0,1,1,3,3
5,8,55,13,0,0,1,0,2,10
5,5,65,10,1,0,1,1,2,11
3,8,54,12,0,0,0,1,3,12
7,4,73,7,0,0,1,0,3,16
5,7,40,15,1,1,1,1,4,9
5,6,69,14,1,0,0,1,3,4
9,4,77,8,0,0,1,1,2,3
5,7,31,13,1,1,1,0,5,10
8,7,38,12,1,1,1,0,4,12
6,6,50,15,0,0,1,1,3,12
5,7,34,19,0,0,0,0,4,9
6,8,32,23,1,1,1,0,3,8
5,8,44,15,0,1,1,1,4,10
7,7,57,12,1,0,1,1,3,12
7,7,70,17,0,0,0,0,4,9
5,7,40,12,1,1,0,0,4,9
9,9,67,17,1,0,0,0,4,9
8,7,71,13,1,0,1,1,2,11
4,10,28,18,1,0,1,0,4,11
6,10,43,12,0,1,0,0,4,6
8,8,43,19,0,1,1,1,5,8
5,10,40,11,0,1,1,0,4,17
5,7,19,12,0,0,1,0,5,14
7,8,43,18,0,1,0,0,4,10
6,7,52,12,1,0,1,0,4,8
7,8,36,12,0,1,1,0,4,5
9,5,68,12,0,0,1,0,2,8
5,5,57,16,0,0,0,1,4,10
8,3,65,15,1,0,0,1,3,13
5,9,69,17,1,0,1,0,2,15
5,8,59,20,1,0,0,1,4,12
6,8,58,16,0,0,1,0,4,10
5,8,36,12,1,1,1,0,4,19
1,6,78,7,1,0,1,1,3,3
5,6,17,9,1,0,1,0,5,7
8,10,37,13,0,1,1,0,5,9
5,9,41,9,1,1,1,0,3,16
6,6,35,19,1,0,1,1,4,12
5,6,83,11,1,0,1,1,2,11
5,4,20,13,0,0,1,0,3,15
5,8,41,12,0,1,1,0,4,10
5,8,29,16,0,0,0,0,3,5
6,8,32,18,0,0,1,0,4,11
8,10,47,15,0,0,1,1,5,13
6,8,49,22,0,0,1,0,4,9
4,5,20,11,0,0,1,0,4,9
5,8,43,15,1,1,1,0,3,13
6,9,33,19,0,1,0,0,4,8
6,8,30,18,0,0,0,0,4,6
4,7,34,9,1,0,1,1,3,17
6,7,68,12,1,0,1,0,3,5
5,5,50,10,0,0,1,0,3,8
5,8,37,16,1,1,1,0,4,13
5,3,21,12,1,0,1,1,4,15
5,8,32,15,0,1,1,0,3,8
5,9,47,10,0,1,0,0,1,10
5,9,19,12,1,0,1,0,4,13
9,7,37,14,1,1,1,0,4,8
0,5,22,7,0,0,0,0,5,2
5,6,86,7,1,0,1,0,3,9
5,5,66,10,0,0,0,0,3,6
5,5,48,12,0,0,1,0,3,3
6,9,60,17,0,0,0,0,4,5
8,10,27,11,0,1,1,0,4,7
5,6,30,12,0,1,1,1,4,9
8,9,50,16,0,0,0,0,4,5
8,7,31,14,1,1,1,0,4,15
5,7,73,16,1,0,1,1,3,14
7,10,35,15,1,0,1,1,5,4
6,9,35,19,1,1,1,0,2,15
5,5,84,11,0,1,1,1,3,9
0,8,82,16,0,0,0,1,3,7
5,8,47,18,1,0,1,0,4,8
5,7,57,17,1,0,1,0,3,9
5,10,62,10,0,0,1,1,2,5
5,8,68,12,0,0,0,0,4,7
5,7,69,16,1,0,0,0,3,5
5,9,51,16,1,1,0,0,3,10
5,5,48,11,1,0,0,1,2,10
4,8,29,17,0,0,1,0,3,6
5,5,61,13,1,0,1,0,3,2
0,9,38,16,0,1,1,1,4,4
3,7,39,17,0,0,1,1,3,17
6,6,17,11,0,0,1,0,5,4
5,5,45,16,0,1,1,1,3,8
5,10,60,19,0,0,0,1,4,11
5,9,57,11,1,0,1,1,3,2
5,7,55,18,1,0,1,0,2,11
1,9,84,11,0,0,1,0,2,19
5,9,44,11,0,1,1,0,4,11
5,10,26,18,0,0,1,0,4,15
5,7,75,16,1,0,1,1,3,14
5,10,68,14,1,1,1,1,3,9
8,7,74,15,1,0,1,1,4,11
5,7,76,20,0,0,1,1,3,13
7,6,61,14,0,0,0,0,3,4
5,5,27,9,0,1,0,1,5,12
6,9,48,18,0,1,0,1,5,9
5,8,81,8,0,0,1,0,4,7
8,8,47,13,0,1,0,0,3,5
5,10,47,11,1,1,1,0,5,7
6,10,43,9,1,1,1,0,4,6
5,9,54,11,0,0,0,0,3,13
4,9,30,13,1,1,1,0,3,3
5,5,30,13,0,0,1,1,3,9
6,5,18,9,0,0,1,0,3,11
3,6,68,13,1,0,1,1,4,10
7,8,48,11,0,0,0,0,4,8
3,8,36,15,1,1,1,0,4,13
4,7,26,18,1,0,1,0,2,19
0,5,81,11,1,0,1,1,2,4
3,3,75,16,0,0,1,0,2,4
5,6,59,10,0,0,1,0,3,2
5,8,49,14,0,0,1,0,3,9
5,7,22,12,0,0,1,0,3,10
7,8,36,21,0,1,0,0,4,1
5,6,50,7,0,0,0,0,3,1
5,7,64,9,0,0,1,0,4,7
7,8,47,16,0,1,1,0,4,14
5,7,38,12,0,1,1,0,4,6
3,7,29,14,0,0,0,0,4,10
5,10,29,18,1,0,1,0,5,11
8,7,51,11,0,1,1,0,4,15
5,9,28,12,1,1,1,0,4,9
6,7,63,12,1,1,1,0,5,16
5,8,39,9,1,0,0,1,3,8
4,7,39,12,1,1,1,1,4,11
5,8,56,11,1,0,0,0,4,6
5,8,55,10,1,0,1,1,3,7
5,8,32,17,0,1,1,0,5,12
5,7,16,9,0,0,1,1,4,10
5,10,78,13,1,0,1,1,2,10
3,6,53,20,0,1,1,1,3,11
10,9,38,18,1,1,0,0,5,15
1,6,61,11,1,0,1,1,4,4
5,4,69,10,1,1,1,1,3,8
5,7,43,16,0,1,0,0,5,4
4,8,20,12,0,0,1,1,5,11
7,7,20,12,0,0,1,1,4,8
5,7,15,8,1,0,1,0,4,11
3,9,30,17,1,0,1,1,4,13
5,8,67,12,1,0,0,1,4,6
