vhskala,glad,alder,aarsuddannelse,kvinde,barnhjemme,menneskeligforandring,religioes,godthelbred,klimafrygt
4,8,62,12,0,0,1,1,4,14
7,10,69,15,0,0,1,1,5,14
5,9,24,13,1,0,1,0,5,11
3,9,59,14,0,1,1,1,5,18
2,10,63,10,0,0,1,0,5,15
0,5,65,10,0,0,1,0,5,11
5,5,55,18,0,0,1,1,2,13
5,3,43,17,1,1,1,0,3,11
7,10,75,17,0,1,1,1,4,14
5,8,62,15,1,0,0,1,1,11
2,7,65,15,0,0,1,0,5,14
5,9,69,12,1,0,0,1,4,9
0,8,58,13,0,0,0,1,5,16
10,9,64,13,1,0,0,1,3,12
5,7,36,17,0,0,1,0,4,14
5,8,34,18,1,1,1,1,4,13
3,9,42,13,1,1,1,0,5,12
5,8,76,10,0,0,1,0,4,16
7,9,62,14,1,0,1,1,5,9
3,6,72,8,0,0,1,1,3,3
5,7,45,14,0,0,1,1,5,9
5,10,31,17,0,0,1,1,5,10
4,8,57,14,0,0,1,1,5,10
5,7,69,12,0,1,0,1,3,9
4,6,23,17,0,0,1,0,5,8
5,7,62,16,1,1,0,0,4,8
3,8,27,17,0,0,1,0,5,10
5,6,30,15,1,1,1,0,3,15
5,10,72,11,0,0,1,0,5,13
4,8,57,18,0,0,1,0,2,7
6,9,43,18,0,1,1,1,4,14
7,8,59,16,0,1,1,1,4,12
5,7,44,16,1,1,1,0,4,14
7,8,69,16,1,0,1,0,4,13
5,8,46,17,0,1,1,1,5,13
4,5,21,14,1,0,1,0,5,11
5,9,51,14,1,1,0,0,5,9
3,9,45,20,0,1,1,1,5,9
5,10,47,12,0,1,1,1,2,8
5,8,65,16,1,0,1,0,3,11
5,8,91,9,1,0,1,1,5,6
5,7,35,19,1,1,1,0,5,12
5,9,50,13,1,1,1,0,5,14
4,7,51,21,1,1,1,1,4,10
4,9,81,18,0,1,1,1,4,13
3,7,56,18,0,0,1,0,5,12
0,4,45,10,0,1,1,0,4,18
7,8,63,11,0,1,1,0,5,15
4,9,31,16,1,0,1,0,4,14
3,10,68,11,1,0,0,0,5,12
2,6,55,12,1,1,1,0,4,17
7,6,65,17,1,1,1,1,4,11
6,6,65,11,1,1,1,1,3,10
6,10,71,9,0,0,1,1,5,14
4,6,17,13,1,0,1,0,5,9
5,9,39,17,0,1,1,1,5,8
5,6,63,15,0,0,1,1,2,7
7,9,84,8,0,0,1,0,4,10
4,8,20,16,0,0,1,1,5,13
5,8,38,16,1,1,1,0,3,10
8,10,74,13,0,0,1,0,4,13
5,7,73,12,1,0,1,1,4,15
4,9,68,11,0,0,1,0,4,16
5,10,18,12,1,0,1,1,5,10
8,8,62,12,0,0,1,0,4,15
5,10,50,12,1,1,0,0,5,15
8,8,24,12,0,0,1,0,5,13
10,9,20,12,0,0,1,1,5,7
2,5,27,12,1,1,0,1,5,10
6,8,35,12,1,1,1,1,5,9
8,10,18,12,0,0,0,1,5,11
5,9,18,12,0,0,0,1,5,14
7,8,56,15,1,0,1,1,4,16
10,5,15,10,1,0,1,0,5,19
8,10,73,8,0,1,0,1,4,6
2,8,60,17,1,1,1,1,5,16
9,9,18,12,1,0,1,1,5,10
4,2,21,12,1,1,1,1,5,16
9,6,17,11,0,0,0,1,5,9
10,10,15,9,0,0,1,0,5,2
7,10,29,12,1,1,0,1,5,14
5,10,52,14,0,1,1,1,5,2
7,9,62,14,1,0,1,1,3,12
7,10,74,14,0,0,1,1,5,12
5,9,21,12,1,0,1,0,5,13
4,3,61,18,1,1,1,1,2,18
8,9,17,10,0,0,0,1,5,5
8,9,59,30,1,1,1,1,5,12
10,10,59,19,1,1,1,1,4,11
7,9,68,16,0,0,0,1,5,3
7,9,47,15,0,1,1,1,4,10
5,5,35,16,1,1,1,0,4,10
8,8,69,13,1,0,1,0,3,6
7,6,51,10,0,0,1,0,3,6
5,4,67,16,0,0,1,0,4,3
5,7,88,16,0,0,1,0,3,1
5,7,52,13,0,0,1,1,3,14
5,10,77,15,1,0,1,0,3,6
8,9,71,17,0,0,0,0,3,5
5,8,79,13,1,0,0,0,1,5
7,5,56,13,0,0,0,0,2,6
8,6,32,15,1,0,1,0,5,10
8,7,67,10,1,0,1,0,4,7
8,9,33,15,1,1,0,0,5,3
7,7,72,2,1,1,0,0,3,7
6,3,41,11,1,1,1,0,3,7
8,6,70,18,0,0,1,0,3,6
7,2,45,19,1,0,1,0,3,9
5,10,24,13,1,1,1,1,5,1
7,9,67,15,0,0,1,0,3,1
5,8,39,10,0,1,1,0,5,7
9,10,49,12,1,1,1,0,5,2
9,10,29,12,0,1,0,0,5,1
8,10,59,13,0,1,0,1,5,4
6,7,59,12,0,1,0,1,1,4
10,10,41,12,1,1,0,0,5,5
5,10,58,14,1,1,0,0,5,1
8,9,20,12,1,0,0,1,5,1
10,8,67,10,0,1,1,0,3,5
10,10,73,10,0,0,0,1,4,3
5,9,62,21,0,0,0,0,3,1
10,10,48,12,1,1,1,0,5,10
10,8,70,8,0,1,0,0,3,11
7,8,81,8,0,0,0,1,2,9
9,8,39,15,1,1,0,1,4,2
6,7,77,11,0,0,0,0,2,14
8,10,19,12,1,0,0,0,4,8
8,10,60,20,0,0,0,1,3,3
10,10,18,12,0,0,0,0,5,2
5,10,51,14,1,1,1,0,3,11
10,10,24,15,0,0,1,1,5,1
5,8,33,16,0,0,1,0,5,1
2,8,65,14,0,0,1,0,4,14
6,8,45,16,0,1,1,0,5,10
4,7,64,16,0,0,1,0,3,15
5,10,27,12,0,0,1,0,5,17
3,8,71,10,1,0,0,0,4,5
4,3,38,19,0,0,1,0,5,13
9,6,48,12,1,1,1,0,3,9
4,8,30,16,1,1,1,1,4,10
5,5,82,12,0,0,1,1,3,13
6,8,24,16,1,0,1,1,5,14
2,9,66,16,0,1,1,1,5,14
3,8,65,15,1,0,1,1,3,13
5,9,76,16,1,0,1,0,2,16
4,8,87,15,0,0,0,0,3,11
7,10,74,17,1,0,1,0,2,16
8,9,62,16,1,0,1,0,3,7
8,8,23,15,0,0,0,1,4,9
6,6,21,12,0,0,1,1,5,12
5,10,64,15,1,0,0,0,5,4
7,3,36,12,1,1,1,0,2,11
9,9,46,15,1,1,1,0,3,16
5,8,55,19,1,1,0,1,3,6
8,8,46,10,1,1,1,0,5,13
7,8,33,18,1,1,1,0,5,11
10,8,35,15,1,1,1,0,3,10
4,6,50,12,1,0,1,0,1,18
6,4,22,14,1,0,0,0,3,7
10,10,30,12,0,0,0,1,5,4
5,6,78,11,1,0,1,0,3,19
10,9,56,14,1,0,1,0,3,14
8,8,83,12,0,0,0,1,3,4
5,8,23,12,1,0,0,0,5,1
6,8,64,8,0,1,0,1,2,6
10,8,30,15,1,0,0,1,5,3
8,10,64,12,1,1,0,0,5,4
4,9,40,16,1,1,1,1,5,16
10,6,25,11,0,1,0,1,5,2
5,4,52,10,0,0,0,0,1,3
8,6,34,12,1,1,0,1,4,3
10,9,29,12,1,1,0,1,4,9
6,5,24,10,0,0,1,1,3,11
7,8,75,17,0,1,0,0,4,6
8,7,65,8,1,0,1,1,1,7
7,7,75,16,1,0,0,0,3,4
8,7,23,12,0,0,0,0,4,8
8,5,35,12,1,1,1,0,2,7
2,7,73,15,1,1,0,0,4,7
8,8,66,14,1,0,1,0,4,6
10,4,28,13,1,0,1,1,2,3
3,8,75,17,1,0,1,0,3,4
7,7,23,12,1,0,1,1,5,12
7,10,55,12,1,1,1,1,3,11
8,10,36,12,0,1,0,1,4,4
5,8,45,15,0,1,0,1,4,6
7,7,66,16,1,1,0,0,2,3
5,9,62,12,1,0,0,0,4,6
8,7,25,12,1,1,0,0,4,6
5,7,50,11,0,1,0,1,4,2
8,8,51,14,0,1,1,0,3,7
2,8,32,21,0,0,1,0,5,15
4,8,68,12,1,1,0,1,3,1
8,8,55,15,0,1,1,1,3,9
5,9,44,11,1,0,0,0,4,7
5,8,70,16,1,0,1,0,3,9
4,8,73,15,1,0,1,0,5,13
5,8,79,12,0,0,0,0,3,10
8,9,56,15,1,0,1,0,5,13
4,8,79,15,1,0,1,0,3,1
1,7,75,13,1,0,1,0,4,9
8,3,45,14,0,1,1,1,4,11
4,4,62,12,1,0,1,0,5,19
6,8,17,10,0,0,1,0,4,13
8,7,37,12,0,0,1,1,3,18
10,10,27,14,1,1,1,0,4,17
8,10,48,11,1,1,0,0,2,9
5,5,29,14,1,1,1,1,5,11
10,10,31,10,0,1,1,0,5,2
10,7,56,12,1,0,1,0,5,3
10,10,46,12,1,1,0,0,5,8
8,10,29,25,0,1,0,1,5,6
8,10,28,20,0,1,1,1,5,3
8,8,50,13,1,1,0,1,3,10
5,10,35,12,1,1,1,1,3,7
9,10,65,14,0,0,0,1,4,1
7,3,69,12,1,1,0,0,1,8
5,10,30,30,0,1,1,1,5,15
10,8,32,16,1,1,1,0,4,12
0,10,38,16,0,1,1,1,5,9
5,10,33,17,0,1,1,1,5,14
7,9,42,19,1,1,0,1,4,12
8,8,36,18,0,1,1,0,4,1
9,9,30,12,1,0,1,1,4,13
8,10,23,16,0,1,1,1,4,12
9,10,22,12,1,1,1,0,4,14
0,10,24,14,1,1,1,0,5,3
5,10,33,27,0,1,1,1,5,1
8,6,22,13,1,0,1,0,3,6
8,8,26,12,0,0,1,1,5,11
10,10,51,15,0,1,1,1,5,8
5,10,45,13,1,1,1,1,5,11
10,10,23,22,0,0,0,1,5,2
7,10,21,16,0,0,1,1,5,4
8,8,81,6,1,0,0,1,1,9
7,10,48,12,1,1,0,1,5,6
0,10,66,23,1,1,1,1,4,18
8,10,27,15,1,1,0,1,5,4
7,10,58,16,1,1,1,1,3,14
9,10,24,18,0,1,1,1,5,9
5,10,21,12,0,0,1,0,5,3
5,10,57,14,1,1,1,1,3,4
7,10,43,14,1,1,0,0,5,1
7,10,53,14,1,1,0,1,4,1
3,8,30,12,0,0,1,0,5,11
5,10,16,10,0,0,1,1,5,11
4,8,66,14,1,1,1,0,4,12
2,6,62,20,1,1,1,0,4,14
1,8,43,20,1,1,1,0,4,9
5,9,39,12,1,1,1,1,5,14
8,8,53,15,1,1,1,1,4,11
8,10,37,17,1,1,0,0,5,1
6,7,39,12,1,1,1,1,5,13
8,8,60,10,1,0,0,1,5,15
7,7,78,15,1,0,0,1,1,12
7,6,79,11,0,0,1,0,3,11
9,6,61,15,1,0,0,0,5,12
7,8,71,8,1,0,1,0,4,14
9,7,70,6,0,0,1,0,1,14
8,8,52,12,1,1,1,1,5,12
9,4,64,10,1,0,1,1,1,10
10,5,64,12,0,1,0,0,3,11
9,7,19,12,0,0,0,1,5,15
9,8,59,10,0,0,0,1,5,12
7,5,72,12,0,0,0,0,5,12
2,6,62,16,1,0,1,0,5,14
9,7,65,10,1,0,1,0,3,10
3,5,63,14,1,0,1,0,2,12
9,5,26,12,1,0,1,0,5,7
6,6,16,10,1,0,0,0,5,11
8,7,86,12,1,0,1,0,3,11
9,6,61,12,0,1,1,1,4,14
6,7,53,12,0,0,1,0,4,14
9,9,66,12,0,1,0,1,5,8
6,10,55,14,0,1,1,0,5,5
4,9,34,15,1,1,1,0,5,12
5,7,50,10,0,0,1,0,2,12
10,9,37,15,1,1,1,1,5,16
8,7,26,17,0,0,0,1,4,7
3,9,45,12,1,1,1,1,5,14
5,10,70,10,0,1,1,0,4,15
10,10,69,15,0,1,1,1,4,2
5,8,66,14,1,1,1,0,4,7
2,8,44,16,1,1,1,1,3,13
7,8,71,12,0,0,1,0,2,14
5,6,34,12,0,1,1,1,5,12
7,6,34,15,1,1,1,0,5,9
8,7,36,12,1,1,0,1,3,10
10,10,28,12,1,1,0,0,5,1
9,9,62,12,0,1,1,1,4,11
4,9,84,12,0,0,1,0,3,11
8,9,36,12,0,1,1,1,5,5
10,6,21,12,0,0,1,0,3,11
8,9,17,12,1,0,0,0,5,1
7,8,69,12,0,0,1,1,4,8
8,10,57,14,1,1,0,0,3,5
3,9,74,12,0,0,1,0,4,5
7,8,62,11,0,1,1,1,5,6
10,10,40,12,1,1,0,0,4,11
5,10,68,12,0,0,1,1,5,1
5,8,35,10,1,1,1,0,5,1
9,7,27,16,1,0,0,1,5,3
3,9,46,18,0,1,1,0,4,12
8,8,40,18,0,1,0,1,5,3
10,9,61,12,0,0,1,1,4,5
2,8,55,15,1,0,1,0,4,13
5,9,54,16,0,1,1,1,5,6
4,9,55,17,0,1,0,0,5,13
10,5,49,12,1,1,1,1,4,13
5,8,42,17,1,1,1,0,4,12
6,7,64,15,0,0,1,1,3,12
6,6,62,14,1,1,1,0,4,17
3,8,42,19,1,1,1,0,5,12
3,5,28,15,1,0,1,0,5,11
8,7,38,18,0,1,0,1,5,13
8,7,24,15,1,0,1,0,5,9
10,10,21,12,0,0,0,1,4,14
5,8,56,14,0,1,0,1,4,14
5,8,40,19,1,1,1,0,4,14
5,9,28,17,1,0,1,1,5,10
0,9,18,12,1,0,1,0,3,8
5,8,69,16,1,0,1,0,5,6
9,7,41,16,0,1,1,1,5,16
10,8,33,16,1,1,1,1,5,11
4,7,48,12,1,1,1,0,4,13
7,10,62,12,1,0,1,0,3,6
8,8,58,12,0,0,1,0,4,4
9,7,61,14,1,0,1,0,3,13
6,7,35,17,1,1,1,0,4,8
8,8,37,15,0,1,1,1,4,9
8,2,46,13,1,1,1,0,3,11
9,7,15,9,0,0,1,0,4,4
4,9,18,12,0,0,1,0,5,13
6,8,81,14,0,0,0,1,3,1
6,7,19,12,1,0,1,0,4,5
7,9,43,12,1,1,1,0,5,8
9,5,44,12,0,0,1,0,3,11
4,9,69,15,1,0,1,0,5,15
2,8,19,12,0,0,1,0,5,12
6,6,23,12,1,0,1,0,5,5
8,10,59,14,1,0,1,0,5,10
9,8,87,15,0,0,1,1,5,14
9,1,71,6,0,0,1,1,1,9
8,8,68,12,1,1,1,1,5,14
7,7,54,12,0,0,1,0,5,10
7,8,65,8,1,0,0,1,4,9
6,4,37,15,0,1,1,1,5,8
0,10,73,12,0,0,0,1,5,6
7,10,16,11,0,0,1,1,5,12
8,10,44,12,1,1,0,1,3,12
8,10,27,17,1,1,1,1,4,6
8,10,36,15,1,1,1,0,4,12
5,0,84,14,0,1,1,1,2,6
10,8,66,12,1,0,0,1,4,8
5,8,25,12,1,1,1,1,4,19
6,7,25,12,0,0,1,1,3,8
8,10,57,10,0,1,1,1,4,2
8,10,27,15,1,1,1,1,4,7
3,8,70,12,0,1,0,0,3,6
5,10,31,16,1,1,1,1,4,8
10,10,25,15,0,1,1,1,5,9
10,6,43,12,0,1,0,1,4,9
8,3,74,8,0,0,1,1,2,6
6,7,56,11,1,0,1,0,4,11
7,7,73,12,1,0,1,0,5,18
5,6,70,16,0,1,1,0,4,12
9,6,82,6,0,0,1,0,2,8
0,4,71,14,1,1,1,0,3,16
1,6,27,14,0,0,1,0,5,12
7,9,71,14,0,0,1,0,4,12
2,8,35,15,0,1,1,1,5,15
10,7,45,12,0,0,0,1,5,7
7,7,35,15,0,1,1,0,5,1
5,5,61,12,1,0,1,1,5,11
5,8,68,14,1,0,0,0,4,4
6,8,36,12,1,1,1,1,5,11
5,6,48,17,0,1,1,1,5,12
5,5,70,12,0,0,0,0,4,13
2,8,75,12,1,0,1,0,5,13
7,8,76,15,0,0,1,0,3,10
5,8,67,15,0,0,1,0,5,15
6,6,47,17,0,1,1,0,5,11
9,9,50,16,0,1,1,1,5,16
4,7,62,18,0,0,1,0,5,14
8,9,28,12,0,0,1,1,5,9
6,8,92,12,0,0,1,0,4,11
5,5,69,12,1,1,0,1,3,7
2,8,25,12,0,0,1,0,4,15
3,9,20,12,0,0,1,0,5,12
6,8,56,17,0,1,1,1,4,10
6,7,17,10,1,0,1,1,5,8
4,8,52,17,1,1,1,0,5,13
4,6,35,12,1,1,1,1,5,15
6,9,45,19,1,1,1,1,4,10
9,6,27,12,0,0,1,1,5,13
10,8,26,12,1,0,1,1,5,14
7,8,71,10,0,0,1,1,5,17
8,8,54,20,1,1,1,1,4,11
10,10,36,17,1,1,1,1,5,10
10,8,41,22,0,1,1,1,3,10
6,6,23,17,1,0,1,1,5,15
9,10,44,18,1,1,1,1,5,14
7,10,23,16,1,0,0,1,5,6
10,10,56,12,0,1,1,1,5,1
7,8,65,10,1,1,1,0,4,10
5,8,21,11,1,0,1,0,3,13
10,9,29,12,0,0,1,0,3,13
6,8,29,12,1,1,1,0,5,7
6,8,60,14,1,1,1,1,3,12
0,9,75,15,1,0,0,1,5,12
5,8,46,14,1,1,0,0,4,9
2,10,69,20,0,1,1,0,4,11
2,7,47,16,0,0,1,0,5,16
4,8,44,20,1,1,0,0,5,5
8,6,32,12,0,1,0,0,5,7
5,5,56,12,0,1,1,1,4,12
6,4,70,12,0,0,0,1,3,3
5,9,33,16,1,1,1,1,4,17
5,7,28,12,0,0,1,1,5,16
7,9,53,21,0,1,0,1,4,7
10,9,26,14,0,0,0,1,5,3
10,10,32,12,1,1,1,0,5,13
8,10,29,15,1,1,1,1,5,10
6,8,45,14,0,1,1,1,5,7
9,10,88,15,1,0,0,0,3,13
10,10,29,15,1,1,0,1,5,12
9,5,49,17,1,1,0,0,5,14
10,8,55,12,0,1,1,1,3,8
9,8,46,15,1,1,1,1,4,9
10,10,24,15,0,1,0,1,5,15
7,8,68,16,0,0,1,0,5,14
6,4,60,12,0,1,1,1,4,12
7,7,16,11,0,0,1,1,5,13
9,8,53,17,1,1,1,1,3,13
9,9,19,12,0,0,1,1,5,11
8,8,64,15,1,0,1,0,3,8
10,10,21,17,0,1,0,1,5,6
10,10,25,16,1,1,1,1,5,8
7,9,24,12,0,0,1,0,5,13
3,7,73,15,1,0,0,0,3,10
10,10,60,9,1,1,1,0,5,13
9,3,48,19,0,1,0,1,5,1
9,7,24,12,1,0,0,0,5,3
8,9,37,17,1,1,1,1,5,9
10,5,44,17,1,1,0,1,3,13
0,9,37,15,1,0,1,0,5,14
10,9,79,14,0,0,1,1,3,14
5,7,81,12,1,0,1,0,3,13
10,10,21,12,1,0,1,1,5,12
7,8,68,15,1,0,1,0,4,4
7,10,20,13,0,0,0,1,5,5
8,5,63,8,1,1,0,0,2,7
7,9,28,16,0,0,0,1,5,5
5,8,40,18,1,1,1,1,5,11
2,8,80,19,1,1,1,0,3,12
8,9,35,17,0,1,1,1,5,8
7,7,94,8,0,0,0,0,2,3
8,7,83,12,0,1,0,1,3,3
6,7,73,10,0,0,1,1,5,12
5,6,69,12,0,0,1,0,5,12
9,10,18,12,0,0,0,0,5,8
10,8,19,12,0,0,1,0,5,7
9,8,59,12,1,1,0,0,4,4
10,9,55,18,1,0,1,0,4,5
10,8,59,15,0,1,1,0,4,6
10,4,60,13,0,0,0,0,2,6
8,6,80,16,0,1,1,0,3,10
0,7,27,17,1,1,0,0,5,10
6,5,41,12,0,1,1,0,4,7
8,8,24,12,0,0,1,1,5,10
4,7,26,9,0,0,1,0,5,12
6,8,24,15,1,0,1,0,4,14
3,8,28,9,0,1,1,0,5,11
6,6,43,10,0,0,1,1,2,14
3,7,72,6,0,1,1,1,3,14
0,9,27,18,1,1,1,0,5,11
5,8,28,9,0,1,1,1,5,13
6,7,21,9,0,0,1,1,5,10
3,8,48,16,1,0,1,0,5,15
10,8,85,5,0,1,1,1,2,15
3,7,21,12,1,1,1,0,5,11
6,7,30,12,0,1,1,1,4,13
4,7,39,12,0,1,1,1,3,15
5,8,74,2,1,1,1,0,1,12
5,9,39,12,1,1,1,1,5,12
0,8,32,18,0,1,1,1,5,11
8,7,82,3,0,1,1,1,1,12
1,8,41,18,1,1,1,0,5,8
0,6,32,16,1,0,1,0,4,18
4,7,32,12,1,1,1,0,4,12
7,6,25,10,0,0,1,0,5,14
8,3,23,7,0,0,1,1,2,7
7,7,26,12,0,0,1,0,5,10
5,7,31,15,1,0,1,0,4,15
0,7,28,12,1,1,0,1,4,8
6,8,29,12,0,1,1,1,5,15
4,9,19,12,1,0,1,0,5,12
7,10,41,12,1,1,0,0,5,3
6,8,26,12,0,0,1,1,5,11
4,10,29,16,1,1,1,1,5,16
8,8,16,10,1,0,1,0,4,9
5,6,17,10,1,0,0,0,5,2
9,10,20,12,0,0,1,1,5,13
10,9,41,18,0,1,1,1,4,5
6,6,55,12,1,1,0,0,3,4
5,9,46,18,0,1,1,0,5,11
4,7,58,17,0,0,1,0,5,9
4,8,47,16,1,1,1,0,3,10
6,8,57,16,1,1,1,0,4,11
10,7,76,10,1,0,0,1,2,2
8,6,37,13,0,0,1,1,4,13
5,9,58,15,0,1,1,0,5,19
4,9,68,14,1,0,1,1,4,14
3,9,46,16,1,1,1,1,5,14
1,8,75,16,1,0,1,0,5,11
4,8,49,18,1,1,1,0,4,13
7,9,63,14,0,0,0,1,4,7
5,8,62,10,1,0,0,0,5,14
7,9,75,11,0,0,0,0,3,15
4,7,21,12,0,0,1,0,4,12
7,8,41,16,1,0,1,0,5,16
6,7,76,15,1,0,0,0,3,11
9,9,86,16,0,0,1,1,5,15
8,5,17,12,0,0,1,0,5,8
10,8,42,12,1,1,1,0,5,11
9,5,18,12,0,0,1,1,5,13
3,6,30,12,1,0,1,0,5,16
9,8,80,11,0,0,1,1,3,15
8,10,31,17,1,1,1,0,5,2
6,7,67,12,0,1,1,1,2,13
9,5,54,10,0,0,1,0,5,12
9,6,66,12,0,0,1,1,3,13
9,6,60,6,1,1,1,1,2,12
6,4,48,11,0,0,1,0,1,14
7,4,65,12,0,1,1,0,5,16
10,2,71,12,1,0,1,0,3,11
3,3,85,10,0,0,1,0,1,10
8,9,26,12,1,1,1,1,5,15
9,9,32,14,1,1,1,1,5,13
5,9,22,12,1,0,1,1,5,12
5,8,79,14,0,0,1,0,4,8
4,8,75,15,0,0,1,0,4,12
0,9,60,29,1,0,0,0,5,2
5,9,59,17,0,1,1,1,5,7
5,8,72,17,0,0,1,0,4,6
3,7,65,17,0,0,1,0,4,5
3,10,63,18,0,0,1,0,4,8
5,8,64,12,1,0,1,0,4,9
5,10,35,15,0,0,1,1,3,3
7,9,56,15,1,1,1,0,4,3
8,10,61,10,1,1,0,1,3,3
7,8,54,22,1,1,1,1,5,11
6,7,54,15,1,1,1,0,5,7
5,9,54,22,1,1,1,1,5,15
1,9,50,15,0,1,1,0,5,15
5,8,48,13,1,1,1,1,5,11
0,9,45,20,1,1,1,1,5,13
7,9,19,12,0,0,1,1,5,11
5,8,53,15,0,1,1,0,4,17
4,8,53,12,1,1,0,0,4,12
5,8,51,17,0,1,1,1,5,15
3,8,23,13,1,0,1,0,4,15
2,7,53,17,0,1,1,0,5,11
10,7,29,13,0,1,0,1,5,5
6,6,29,16,1,0,1,0,2,18
8,10,52,18,1,1,1,1,5,14
8,8,50,21,0,1,1,1,4,9
10,7,27,12,0,0,1,1,5,8
7,8,24,18,0,0,0,1,5,6
10,7,44,16,1,1,1,1,4,15
6,10,71,15,0,0,1,0,5,5
8,8,15,9,0,0,1,1,4,1
8,9,18,11,0,0,1,0,5,12
6,9,17,10,0,0,1,1,5,8
3,8,59,16,0,0,1,0,4,8
4,7,46,21,1,1,1,0,5,17
7,8,33,13,0,0,1,0,5,15
6,9,66,15,1,0,1,0,3,3
6,8,26,15,1,0,1,0,5,10
7,7,48,14,1,0,0,0,4,1
9,7,26,15,1,0,1,1,5,15
7,8,55,17,0,1,1,0,5,19
8,9,51,12,1,0,1,1,4,8
6,7,53,15,0,1,1,1,5,14
8,8,42,16,1,1,1,0,5,10
2,8,49,14,1,1,1,0,4,9
8,10,15,9,0,0,1,1,5,11
8,6,60,13,0,1,1,1,3,13
6,8,66,8,1,0,0,1,3,4
7,9,26,15,0,0,1,0,5,18
7,10,43,16,1,1,1,1,5,15
7,10,39,16,1,1,1,1,4,7
8,10,63,12,1,0,0,1,5,2
10,10,64,12,0,1,1,1,5,9
6,10,17,11,1,0,1,1,5,3
7,10,18,11,1,0,1,0,5,15
5,7,63,14,1,1,1,0,4,7
8,9,24,13,0,1,1,1,5,10
8,6,41,14,1,1,1,0,4,8
2,10,42,14,1,1,1,0,5,8
8,8,71,12,0,0,1,1,4,6
8,5,17,12,1,0,1,0,5,4
8,8,42,14,0,1,1,0,4,12
8,10,55,12,1,1,0,1,4,5
9,7,24,13,1,1,0,0,5,1
10,7,30,14,1,1,0,1,3,7
2,5,33,18,1,1,1,0,4,12
8,7,69,15,0,0,1,1,3,12
6,8,53,11,0,1,1,1,3,12
10,8,33,12,1,1,1,0,5,9
6,10,21,12,0,0,1,0,4,11
6,8,75,21,1,0,1,1,3,11
4,9,51,19,0,0,1,1,4,4
7,8,38,17,1,1,0,1,5,5
9,10,33,16,1,1,1,1,5,7
8,10,32,12,0,1,0,1,5,2
9,9,61,24,0,0,1,1,4,5
7,9,17,11,1,0,0,1,5,11
10,9,63,12,0,0,1,0,4,5
9,8,49,12,1,0,1,1,5,11
5,8,65,16,1,0,1,0,3,11
7,7,57,16,1,1,1,1,4,8
0,9,78,12,1,0,1,1,3,15
8,8,67,17,1,0,0,0,3,4
3,4,80,9,0,0,0,0,3,3
5,8,49,17,1,1,0,0,1,5
5,8,69,10,1,0,1,0,3,3
6,6,75,12,0,0,0,1,1,3
7,8,43,15,1,1,0,0,4,5
7,9,50,14,0,1,1,1,4,17
10,9,54,20,1,1,1,1,4,7
9,9,50,15,1,1,1,1,3,13
7,9,21,12,1,0,1,1,5,12
7,9,79,12,1,0,1,1,2,15
8,8,40,15,0,1,0,1,3,12
1,8,34,15,1,1,1,1,4,8
6,10,15,9,0,0,1,0,5,14
5,3,56,11,0,0,1,0,4,18
3,3,73,12,0,0,1,0,2,14
10,10,43,12,0,1,1,0,4,18
10,5,20,15,0,0,1,1,5,9
7,7,52,16,1,1,1,0,3,16
5,5,44,25,1,1,1,0,4,8
7,9,38,25,1,1,1,1,5,10
5,8,24,13,0,0,1,0,5,8
5,5,67,10,1,1,1,0,4,15
5,10,67,12,0,0,1,0,4,8
5,5,32,19,0,0,1,1,5,17
10,10,68,16,1,0,0,1,3,3
4,10,74,15,1,0,1,0,3,8
8,8,59,14,0,1,0,1,4,10
10,8,31,12,0,0,0,1,5,14
10,8,77,13,0,1,1,0,3,8
7,4,78,19,0,1,0,0,2,15
9,10,60,14,1,0,0,1,3,10
5,8,74,12,1,1,0,1,4,2
8,9,23,12,0,0,1,1,5,10
5,7,55,14,1,1,1,0,5,13
10,8,23,9,0,0,0,0,4,13
4,6,17,11,1,0,0,1,5,8
7,3,39,12,0,0,1,0,5,13
10,10,37,12,0,1,1,1,4,16
4,10,60,8,0,0,0,0,4,17
5,7,52,16,1,1,0,1,4,7
8,8,42,11,0,0,0,1,3,16
4,9,59,12,1,1,1,0,4,18
10,9,67,12,0,1,1,1,2,4
5,7,69,18,0,0,0,1,4,14
10,5,52,12,0,0,1,1,4,8
4,5,68,12,0,1,0,1,3,8
0,9,23,13,0,0,0,1,4,7
5,6,50,16,0,0,1,0,3,13
4,7,71,13,1,0,1,0,1,12
4,8,80,11,0,1,1,0,3,4
8,9,75,17,1,0,1,0,3,13
8,10,32,15,0,1,1,0,5,9
7,8,40,17,1,1,1,0,4,14
5,8,36,16,0,1,1,0,5,8
8,7,26,12,0,0,1,1,5,12
10,6,33,12,0,0,1,1,3,13
9,8,60,12,0,1,1,1,4,15
8,9,34,17,0,1,1,1,5,11
5,7,67,18,1,0,0,0,3,10
7,5,63,12,1,1,1,0,4,18
7,6,42,14,0,1,1,1,5,13
8,6,74,22,0,0,1,0,4,12
10,6,68,12,1,0,1,0,5,14
10,8,45,12,0,0,1,0,5,7
8,10,49,17,0,1,1,1,4,15
5,10,26,10,0,0,1,0,4,16
6,9,24,12,0,0,0,0,4,7
4,6,66,17,0,0,1,0,3,9
4,9,49,18,1,1,1,1,4,12
3,10,38,16,0,1,1,0,5,13
10,5,60,8,0,0,0,0,2,5
5,5,51,12,1,0,1,1,4,12
10,10,30,14,1,1,0,0,5,4
